iter	Passed	Remaining
1423	229092	1379703
1424	229247	1379508
1425	229459	1379655
1426	229598	1379359
1427	229745	1379118
1428	230015	1379609
1429	230177	1379453
1430	230297	1379050
1431	230415	1378632
1432	230577	1378478
1433	230775	1378538
1434	230932	1378352
1435	231110	1378293
1436	231355	1378633
1437	231513	1378453
1438	231680	1378330
1439	231920	1378636
1440	232127	1378752
1441	232376	1379108
1442	232514	1378815
1443	232675	1378648
1444	232864	1378653
1445	233087	1378858
1446	233272	1378839
1447	233440	1378720
1448	233692	1379091
1449	233845	1378884
1450	233983	1378583
1451	234122	1378288
1452	234309	1378283
1453	234467	1378100
1454	234612	1377846
1455	234869	1378244
1456	235011	1377971
1457	235110	1377442
1458	235222	1376993
1459	235438	1377156
1460	235672	1377417
1461	235986	1378145
1462	236244	1378549
1463	236399	1378349
1464	236653	1378730
1465	236903	1379084
1466	237067	1378936
1467	237368	1379585
1468	237548	1379528
1469	237758	1379645
1470	237942	1379615
1471	238316	1380681
1472	238794	1382350
1473	238928	1382024
1474	239080	1381806
1475	239236	1381607
1476	239445	1381718
1477	239605	1381541
1478	239728	1381153
1479	240036	1381829
1480	240272	1382093
1481	240676	1383321
1482	240920	1383624
1483	241281	1384607
1484	241571	1385171
1485	241873	1385810
1486	242129	1386177
1487	242365	1386437
1488	242732	1387438
1489	242940	1387534
1490	243100	1387351
1491	243270	1387231
1492	243511	1387507
1493	243672	1387334
1494	244103	1388696
1495	244386	1389214
1496	244617	1389434
1497	244827	1389536
1498	244981	1389316
1499	245237	1389677
1500	245450	1389795
1501	245668	1389939
1502	245890	1390110
1503	246114	1390287
1504	246409	1390862
1505	246645	1391106
1506	246839	1391115
