iter	Logloss
328	0.4423680065
329	0.4423138709
330	0.4423044991
331	0.4422531494
332	0.442230594
333	0.4421409419
334	0.442077563
335	0.4420731387
336	0.4420282047
337	0.4419844281
338	0.4419483244
339	0.4419182162
340	0.4418946407
341	0.4418790107
342	0.4418553795
343	0.4418266536
344	0.4417462762
345	0.441715268
346	0.4416597239
347	0.4416187518
348	0.4415923654
349	0.4415309018
350	0.4415007389
351	0.4414372958
352	0.4414066334
353	0.4413727323
354	0.4413210734
355	0.4412852176
356	0.4412382627
357	0.4412243153
358	0.4411656811
359	0.441091581
360	0.4410293815
361	0.4410078349
362	0.4409617516
363	0.4409305661
364	0.44085412
365	0.440809949
366	0.4407395364
367	0.4407134098
368	0.4406766857
369	0.4406104126
370	0.4405987418
371	0.4405807872
372	0.4405132151
373	0.4404887264
374	0.4404550816
375	0.440429647
376	0.440399801
377	0.4403344543
378	0.4402924035
379	0.4402406388
380	0.4402255165
381	0.4401946232
382	0.4401843945
383	0.4401395947
384	0.4401166985
385	0.4400782587
386	0.440062824
387	0.4400573413
388	0.4400339912
389	0.4400111238
390	0.439976123
391	0.4399371631
392	0.4399109053
393	0.4398812351
394	0.439836347
395	0.4398199569
396	0.439758627
397	0.4397118617
398	0.4396967439
399	0.4396723672
400	0.4396685691
401	0.4396439647
402	0.4395865368
403	0.4395618099
404	0.4395452417
405	0.439514297
406	0.4394305084
407	0.4394081267
408	0.4393701687
409	0.4393310674
410	0.4392991781
411	0.4392737509
412	0.4392272457
413	0.4391951969
414	0.4391525689
415	0.4391377092
416	0.4391028424
417	0.4390213653
418	0.4389905342
419	0.4389579157
420	0.4389440707
421	0.4388739279
422	0.4388294966
423	0.4388103727
424	0.4387798955
425	0.4386979818
426	0.4386739607
427	0.4386585194
428	0.4386162199
429	0.4385783687
430	0.4385544662
431	0.4385200369
432	0.4384451902
433	0.4384002127
434	0.4383541988
435	0.4383238382
436	0.4383012259
437	0.4382649672
438	0.4382253928
439	0.4381752918
440	0.4381530344
441	0.4381089938
442	0.4380977249
443	0.438056849
444	0.4380319623
445	0.4380100428
446	0.4379652288
447	0.4379577551
448	0.4379337741
449	0.437908969
450	0.437885266
451	0.4378697254
452	0.4377919209
453	0.4377271169
454	0.4376709787
455	0.4376154095
456	0.4375955268
457	0.437535973
458	0.4374784354
459	0.4374274059
460	0.4374118793
461	0.4373884275
462	0.4373703776
463	0.4373482625
464	0.4373147527
465	0.437279965
466	0.4372413533
467	0.4372010196
468	0.4371892344
469	0.4371685493
470	0.4371232432
471	0.4370724112
472	0.4370433271
473	0.437024287
474	0.4369775714
475	0.43694271
476	0.4369325521
477	0.4369017957
478	0.4368480254
479	0.4367827854
480	0.436774628
481	0.436717534
482	0.4366702883
483	0.4366626823
484	0.4366044305
485	0.4365936975
486	0.4365824274
487	0.4365676857
488	0.4365436749
489	0.436491803
490	0.4364682965
491	0.4364509202
492	0.4364419376
493	0.4364063174
494	0.4363599212
495	0.4363476926
496	0.4363351235
497	0.4362903035
498	0.4362700952
499	0.4362335255
500	0.4362081731
501	0.4361866398
502	0.4361532501
503	0.4361403877
504	0.4361334123
505	0.4361224205
506	0.4361003851
507	0.4360801684
508	0.4360491226
509	0.4360289796
510	0.4360170588
511	0.4359613526
512	0.4359220458
513	0.4358696023
514	0.4358350999
515	0.4358123316
516	0.4357953588
517	0.435767522
518	0.4357289732
519	0.435699062
520	0.4356868738
521	0.4356678151
522	0.4356374656
523	0.4356178157
524	0.4355607377
525	0.4355225231
526	0.4354747961
527	0.435454108
528	0.4354117242
529	0.4353949838
530	0.4353717566
531	0.4353537379
532	0.4353235495
533	0.4353106064
534	0.43523946
535	0.4351905399
536	0.4351379412
537	0.4350917039
538	0.4350614222
539	0.43502869
540	0.434990329
541	0.4349457394
542	0.4349012808
543	0.4348955752
544	0.4348797658
545	0.434861013
546	0.4348486545
547	0.4348229142
548	0.4347845148
549	0.4347561828
550	0.4347266002
551	0.4347102299
552	0.4346958712
553	0.4346516128
554	0.4346299988
555	0.4346058267
556	0.4345916659
557	0.4345737629
558	0.4345541132
559	0.4345418371
560	0.4345308905
561	0.4344892769
562	0.4344378751
563	0.4343937027
564	0.4343831059
565	0.4343543865
566	0.4343067168
567	0.4342952271
568	0.4342438283
569	0.434216272
570	0.4341972726
571	0.4341406886
572	0.4341323382
573	0.4341194883
574	0.4340971129
575	0.4340869022
576	0.4340605909
577	0.4340063867
578	0.4339671073
579	0.433945217
580	0.4339177828
581	0.4339052385
582	0.4338785202
583	0.4338568563
584	0.4337784674
585	0.4337408122
586	0.4336998962
587	0.4336804368
588	0.4336542422
589	0.4336304751
590	0.4335986304
591	0.4335683771
592	0.4335447975
593	0.4335034649
594	0.4334854598
595	0.4334757113
596	0.4334257586
597	0.4333982392
598	0.4333830334
599	0.4333645723
600	0.4333176701
601	0.4332780168
602	0.4332700933
603	0.433246551
604	0.4332108724
605	0.4331764372
606	0.4331529542
607	0.4331168994
608	0.4330909285
609	0.4330697985
610	0.4330578724
611	0.4330314133
612	0.4329792683
613	0.4329628447
614	0.4329203035
615	0.4329093333
616	0.432860802
617	0.4328552502
618	0.4328356772
619	0.4327970497
620	0.432785298
621	0.4327669636
622	0.4327532225
623	0.4327022063
624	0.4326924128
625	0.4326536958
626	0.4326388891
627	0.4326096988
628	0.4325993593
629	0.4325686626
630	0.4325490265
631	0.4325310258
632	0.4325048877
633	0.4324737663
634	0.4324359858
635	0.4324092429
636	0.4323615644
637	0.4323402246
638	0.4323290118
639	0.4323059249
640	0.4322874639
641	0.4322635752
642	0.4322443004
643	0.4322056676
644	0.4321797446
645	0.4321636559
646	0.4321478296
647	0.4321359998
648	0.4320985452
649	0.4320584834
650	0.4320276158
651	0.4319781005
652	0.4319139283
653	0.4318744715
654	0.4318694145
655	0.4318400811
656	0.4317940087
657	0.4317818549
658	0.4317571735
659	0.4317386736
660	0.4317289855
661	0.4317027464
662	0.4316788551
663	0.4316546826
664	0.4316086398
665	0.4315881847
666	0.4315684892
667	0.4315382865
668	0.4315083107
669	0.4314769793
670	0.4314590077
671	0.4314328585
672	0.4314042193
673	0.4313915094
674	0.4313546181
675	0.4313340479
676	0.4313270484
677	0.4313132968
678	0.4312842737
679	0.4312684844
680	0.4312531524
681	0.4312256101
682	0.4312030447
683	0.4311797201
684	0.4311718649
685	0.4311360268
686	0.4311072304
687	0.4310793626
688	0.4310573893
689	0.4309998349
690	0.4309887268
691	0.4309729291
692	0.4309475483
693	0.4309188437
694	0.4308989237
695	0.4308733666
696	0.4308401575
697	0.4307729047
698	0.4307556709
699	0.4307452032
700	0.430713425
701	0.4306963912
702	0.4306543939
703	0.4306224617
704	0.4305523239
705	0.4305083603
706	0.4304901133
707	0.4304671753
708	0.4304581711
709	0.4304221911
710	0.4304109933
711	0.4303855951
712	0.4303501221
713	0.4303022411
714	0.4302720279
715	0.4302587127
716	0.4302347116
717	0.4302139278
718	0.4301896971
719	0.4301715214
720	0.4301570894
721	0.4301362259
722	0.4301138234
723	0.4300964774
724	0.4300623403
725	0.4300270561
726	0.4299545167
727	0.4299187662
728	0.4299015039
729	0.4298699603
730	0.4298268269
731	0.4298019337
732	0.4297703634
733	0.4297347284
734	0.429709166
735	0.4297011624
736	0.429674353
737	0.4296627567
738	0.4296099379
739	0.4295891035
740	0.4295637591
741	0.4295391687
742	0.4295092222
743	0.4294737334
744	0.4294587552
745	0.4294454675
746	0.4294324102
747	0.4294042144
748	0.4293597986
749	0.4293418893
750	0.4293218255
751	0.429311718
752	0.4292965086
753	0.4292888664
754	0.4292681197
755	0.4292425101
756	0.4292062643
757	0.4291864821
758	0.4291555285
759	0.4291325675
760	0.4291154987
761	0.4290714038
762	0.4290328382
763	0.4290071972
764	0.4289850832
765	0.4289598658
766	0.428921144
767	0.4288842852
768	0.4288641566
769	0.4288498411
770	0.4288154801
771	0.4287896194
772	0.4287701716
773	0.4287311348
774	0.4286805711
775	0.4286458892
776	0.4286228483
777	0.428593596
778	0.4285729352
779	0.4285483542
780	0.4285192998
781	0.4285084866
782	0.4284843425
783	0.4284470259
784	0.4284179423
785	0.4283894107
786	0.4283567282
787	0.4283225904
788	0.4283049588
789	0.4282918608
790	0.4282628536
791	0.4282474758
792	0.4282384615
793	0.4282263736
794	0.4281898684
795	0.4281683197
796	0.4281365976
797	0.4281080833
798	0.4280471042
799	0.4280102114
800	0.4279818509
801	0.4279662349
802	0.4279539603
803	0.4279092615
804	0.4278986367
805	0.4278796702
806	0.4278559559
807	0.4278458276
808	0.4278210409
809	0.4278016035
810	0.4277780795
811	0.4277508792
812	0.4277409666
813	0.4276951839
814	0.4276431579
815	0.4275754537
816	0.4275596658
817	0.4275365562
818	0.4275171581
819	0.4274881345
820	0.427458597
821	0.4274347413
822	0.4273987801
823	0.4273783357
824	0.4273487235
825	0.4273110423
826	0.4272819502
827	0.4272606979
828	0.4272335392
829	0.4271780402
830	0.4271595181
831	0.4271449682
832	0.4270939349
833	0.4270712034
834	0.4270637383
835	0.427027531
836	0.4269895823
837	0.4269506646
838	0.4269227024
839	0.4269102947
840	0.4268791887
841	0.4268589617
842	0.4268322027
843	0.4268172891
844	0.4267931339
845	0.4267667554
846	0.4267355446
847	0.4267148924
848	0.4267014771
849	0.4266635861
850	0.4266127936
851	0.4265954313
852	0.426569464
853	0.4265436173
854	0.4265386572
855	0.4264995897
856	0.4264443523
857	0.4264337313
858	0.4264163856
859	0.4264020095
860	0.4263930548
861	0.4263571993
862	0.4263300487
863	0.4263124486
864	0.4262915073
865	0.4262374166
866	0.4262241106
867	0.4261959321
868	0.4261837005
869	0.4261316894
870	0.4261183516
871	0.4261075839
872	0.4260716164
873	0.4260556283
874	0.4260165004
875	0.4259888896
876	0.4259692445
877	0.4259198401
878	0.4258955
879	0.4258405364
880	0.425826572
881	0.4258139958
882	0.4257826966
883	0.4257746377
884	0.4257520639
885	0.4257302633
886	0.4256938182
887	0.4256682783
888	0.425636471
889	0.42562249
890	0.4256041352
891	0.4255632434
892	0.4255222787
893	0.4254961027
894	0.4254694417
895	0.4254415585
896	0.425424563
897	0.4253882206
898	0.4253463657
899	0.4253297806
900	0.4253054233
901	0.4252743118
902	0.4252604668
903	0.4252450796
904	0.4252170711
905	0.4251657333
906	0.4251490589
907	0.4251226857
908	0.4251182465
909	0.4250795987
910	0.4250607919
911	0.4250364546
912	0.4249953749
913	0.4249907178
914	0.4249457804
915	0.4249239586
916	0.4248970248
917	0.4248747085
918	0.4248427236
919	0.4248160438
920	0.424799857
921	0.4247811905
922	0.4247664409
923	0.4247454266
924	0.4247274679
925	0.4247144812
926	0.4246991171
927	0.4246487918
928	0.4246352686
929	0.4246111514
930	0.4245964039
931	0.4245842516
932	0.4245677934
933	0.4245566898
934	0.4245047639
935	0.4244771786
936	0.4244576531
937	0.4244279045
938	0.4244087747
939	0.4243883863
940	0.4243813872
941	0.4243617202
942	0.424316801
943	0.4242847577
944	0.4242661431
945	0.4242472254
946	0.4242170864
947	0.4242088577
948	0.4241657675
949	0.4241417593
950	0.4241238766
951	0.4241093143
952	0.4240937588
953	0.4240852934
954	0.4240514286
955	0.4240326231
956	0.4239887955
957	0.4239495991
958	0.4239236506
959	0.423892443
960	0.4238442652
961	0.4237830717
962	0.4237584183
963	0.4237482085
964	0.4237358504
965	0.4236899716
966	0.423666699
967	0.4236444453
968	0.4236095881
969	0.42358899
970	0.423553567
971	0.4235324251
972	0.4235149026
973	0.423475984
974	0.4234621377
975	0.4234285105
976	0.4233998675
977	0.4233900729
978	0.4233726629
979	0.4233457739
980	0.423326049
981	0.4233057767
982	0.4232831195
983	0.4232435343
984	0.4232239386
985	0.4232066246
986	0.4231813274
987	0.4231684885
988	0.423148078
989	0.4230980057
990	0.4230645918
991	0.4230162799
992	0.422993559
993	0.4229546367
994	0.4229222905
995	0.4229103252
996	0.4228970761
997	0.4228579923
998	0.4228305273
999	0.4228181507
1000	0.4228024095
1001	0.4227868802
1002	0.4227735934
1003	0.4227469397
1004	0.4227175796
1005	0.4226607048
1006	0.42263158
1007	0.4225965002
1008	0.4225826722
1009	0.422543729
1010	0.4225311915
1011	0.4225016039
1012	0.4224859657
1013	0.4224583899
1014	0.4224341029
1015	0.4224031496
1016	0.4223691003
1017	0.4223526347
1018	0.4223340581
1019	0.4222898152
1020	0.4222776145
1021	0.4222421852
1022	0.4222103045
1023	0.4221846678
1024	0.4221521394
1025	0.4221289555
1026	0.4220960206
1027	0.4220591734
1028	0.4220413242
1029	0.4220160415
1030	0.421976446
1031	0.4219321918
1032	0.4219102472
1033	0.4218792214
1034	0.4218413312
1035	0.4218186773
1036	0.4217996773
1037	0.421751844
1038	0.4217210042
1039	0.4217104876
1040	0.421699198
1041	0.4216804693
1042	0.4216648647
1043	0.4216514439
1044	0.4216346589
1045	0.4215999311
1046	0.4215575536
1047	0.4215386624
1048	0.4215069792
1049	0.421475236
1050	0.4214632439
1051	0.4214356557
1052	0.4213967052
1053	0.42134123
1054	0.4213045439
1055	0.4212452711
1056	0.4212121956
1057	0.4211941931
1058	0.4211633396
1059	0.4211485854
1060	0.4211250541
1061	0.4210935534
1062	0.4210661402
1063	0.4210309601
1064	0.4210128746
1065	0.4209917715
1066	0.4209716321
1067	0.4209414993
1068	0.4209137556
1069	0.4208935392
1070	0.4208615334
1071	0.4208419975
1072	0.4208322104
1073	0.4207949337
1074	0.4207767931
1075	0.4207549587
1076	0.4207213739
1077	0.4207118761
1078	0.4206730666
1079	0.4206622606
1080	0.4206370719
1081	0.4206212116
1082	0.4206072907
1083	0.4205753249
1084	0.4205504164
1085	0.4205268248
1086	0.42050104
1087	0.4204761302
1088	0.4204540483
1089	0.4204298689
1090	0.4204048014
1091	0.4203587694
1092	0.420338331
1093	0.4203018355
1094	0.4202811015
1095	0.4202636684
1096	0.4202320861
1097	0.4202147536
1098	0.4202035277
1099	0.4201445234
1100	0.4201261353
1101	0.4201115107
1102	0.4200982646
1103	0.4200774557
1104	0.4200535188
1105	0.4200408569
1106	0.4200231672
1107	0.4200146115
1108	0.4200035218
1109	0.41997938
1110	0.4199702055
1111	0.4199457456
1112	0.4199208636
1113	0.4199027368
1114	0.4198858226
1115	0.4198414579
1116	0.4198266272
1117	0.419802118
1118	0.4197898731
1119	0.4196897637
1120	0.4196831253
1121	0.4196458671
1122	0.4196265726
1123	0.4195998619
1124	0.4195715097
1125	0.4195503223
1126	0.4195136182
1127	0.4194893924
1128	0.4194657237
1129	0.4194356539
1130	0.4194201957
1131	0.4193832428
1132	0.4193734709
1133	0.4193438121
1134	0.4193333437
1135	0.4193134511
1136	0.4192772161
1137	0.4192244421
1138	0.4191970138
1139	0.4191854283
1140	0.4191725304
1141	0.4191424714
1142	0.4191208988
1143	0.4190991557
1144	0.4190832678
1145	0.4190378379
1146	0.4190107203
1147	0.4189859995
1148	0.4189850278
1149	0.4189637921
1150	0.4189331817
1151	0.4189157529
1152	0.4189011534
1153	0.4188877784
1154	0.4188691206
1155	0.4188348644
1156	0.4188097211
1157	0.4187774513
1158	0.418741331
1159	0.4187045177
1160	0.4186830698
1161	0.4186660233
1162	0.4186374539
1163	0.4186158913
1164	0.4185929021
1165	0.4185850392
1166	0.4185804605
1167	0.4185644223
1168	0.4185545411
1169	0.4185460159
1170	0.4185332041
1171	0.4185073544
1172	0.418477298
1173	0.4184402498
1174	0.418415036
1175	0.4183857191
1176	0.4183575579
1177	0.418327088
1178	0.4183166048
1179	0.4183004938
1180	0.4182913124
1181	0.4182596578
1182	0.4182388708
1183	0.4182208372
1184	0.4182099894
1185	0.4181612948
1186	0.4181060228
1187	0.4180826686
1188	0.4180755238
1189	0.4180572075
1190	0.4180414829
1191	0.4180111414
1192	0.4179832898
1193	0.417965596
1194	0.4179285375
1195	0.4178918894
1196	0.4178780397
1197	0.4178532287
1198	0.4178274982
1199	0.4178022724
1200	0.4177840346
1201	0.4177602993
1202	0.4177158804
1203	0.4176899118
1204	0.4176472698
1205	0.4176336973
1206	0.4176225283
1207	0.4176121451
1208	0.4175921974
1209	0.4175739133
1210	0.4175445711
1211	0.4175256336
1212	0.4174973219
1213	0.4174939194
1214	0.4174673065
1215	0.417437037
1216	0.4174282989
1217	0.4174013677
1218	0.4173891127
1219	0.4173585567
1220	0.4173399083
1221	0.4173217703
1222	0.4172926056
1223	0.4172344118
1224	0.4172235699
1225	0.4171342617
1226	0.4171111332
1227	0.4170799941
1228	0.4170349243
1229	0.4170087634
1230	0.4169668345
1231	0.4169438927
1232	0.4169197207
1233	0.416888594
1234	0.4168600778
1235	0.4168408296
1236	0.4168098115
1237	0.4168030237
1238	0.4167882094
1239	0.4167502799
1240	0.4167350748
1241	0.4167188811
1242	0.4167047387
1243	0.4166900266
1244	0.4166532317
1245	0.416638235
1246	0.416627138
1247	0.4166094461
1248	0.4165989821
1249	0.4165447012
1250	0.4165341549
1251	0.4165242371
1252	0.4164810181
1253	0.4164669297
1254	0.416448327
1255	0.4164372269
1256	0.4164102487
1257	0.4163884138
1258	0.416367659
1259	0.4163381948
1260	0.4163054148
1261	0.4162855169
1262	0.4162789447
1263	0.4162623064
1264	0.4162384619
1265	0.4162239588
1266	0.4162010423
1267	0.4161731876
1268	0.4161485425
1269	0.416114159
1270	0.4160855085
1271	0.4160730508
1272	0.4160609614
1273	0.4160374776
1274	0.4160179239
1275	0.4160008258
1276	0.4159810965
1277	0.4159563566
1278	0.4159099966
1279	0.4158749219
1280	0.415837927
1281	0.4157985692
1282	0.4157872948
1283	0.4157516587
1284	0.4157196026
1285	0.4156964852
1286	0.4156604694
1287	0.4156546425
1288	0.415646417
1289	0.4156200247
1290	0.4155921321
1291	0.4155501419
1292	0.415534556
1293	0.4155186059
1294	0.4155045432
1295	0.415481649
1296	0.415468303
1297	0.4154409789
1298	0.4154278542
1299	0.4154207678
1300	0.4154002537
1301	0.4153915373
1302	0.4153778681
1303	0.4153683796
1304	0.4153488047
1305	0.4153193746
1306	0.4152992598
1307	0.4152684089
1308	0.415248336
1309	0.4152138896
1310	0.4151748214
1311	0.4151393406
1312	0.4151128516
1313	0.4150878955
1314	0.4150528538
1315	0.4150300579
1316	0.4150233103
1317	0.4149935013
1318	0.4149668309
1319	0.4149551491
1320	0.4149428067
1321	0.4149256057
1322	0.4148787241
1323	0.4148624121
1324	0.4148240184
1325	0.4148121112
1326	0.4147882582
1327	0.4147689069
1328	0.4147471257
1329	0.4147207423
1330	0.4146969236
1331	0.4146914868
1332	0.4146670206
1333	0.4146285743
1334	0.4146129787
1335	0.4145969029
1336	0.4145903265
1337	0.4145795959
1338	0.4145368154
1339	0.4145049347
1340	0.4144898396
1341	0.4144785132
1342	0.4144701189
1343	0.414464815
1344	0.414428807
1345	0.4144092747
1346	0.4143889213
1347	0.4143540307
1348	0.4143279883
1349	0.4142929021
1350	0.4142726555
1351	0.414253063
1352	0.4142196762
1353	0.4141922592
1354	0.4141794426
1355	0.414139618
1356	0.4141322046
1357	0.4141248087
1358	0.4141119383
1359	0.4140823827
1360	0.4140483672
1361	0.4140338818
1362	0.4140104593
1363	0.4139885384
1364	0.4139632535
1365	0.4139518998
1366	0.4139165341
1367	0.4138709535
1368	0.4138542483
1369	0.4138263446
1370	0.4138210623
1371	0.4138091461
1372	0.4137770806
1373	0.4137405916
1374	0.413709927
1375	0.413676518
1376	0.4136269077
1377	0.4136105755
1378	0.4135931782
1379	0.4135690313
1380	0.413549779
1381	0.4135454608
1382	0.4135326129
1383	0.4135002679
1384	0.4134762836
1385	0.4134544338
1386	0.4134201622
1387	0.4133799137
1388	0.4133729312
1389	0.4133611035
1390	0.4133438108
1391	0.4133194025
1392	0.4133062262
1393	0.4132877639
1394	0.4132604424
1395	0.4132501186
1396	0.413232997
1397	0.4132226581
1398	0.4132061753
1399	0.4131747627
1400	0.4131535933
1401	0.4131387887
1402	0.4131028751
1403	0.41306289
1404	0.413041579
1405	0.4130240028
1406	0.4130124917
1407	0.412994069
1408	0.4129857203
1409	0.4129747759
1410	0.4129444176
1411	0.4129282222
1412	0.4129112595
1413	0.4128809429
1414	0.4128630988
1415	0.4128343865
1416	0.412803969
1417	0.4127632334
1418	0.4127438455
1419	0.4127355103
1420	0.4126938768
1421	0.4126659484
1422	0.4126575132
1423	0.4126181007
1424	0.412589637
1425	0.4125700699
1426	0.4125588393
1427	0.4125476232
1428	0.4125154111
1429	0.412499073
1430	0.4124642087
1431	0.4124413157
1432	0.4124292084
1433	0.4123862579
1434	0.4123471843
1435	0.412298986
1436	0.4122731076
1437	0.4122595222
1438	0.4122271602
1439	0.4122011857
1440	0.4121798329
1441	0.4121581126
1442	0.4121461377
1443	0.4121269289
1444	0.4121202986
1445	0.4120963259
1446	0.4120846619
1447	0.412060115
1448	0.4120176559
1449	0.4120063285
1450	0.4119850121
1451	0.4119699452
1452	0.4119486947
1453	0.4119233378
1454	0.411918487
1455	0.411910384
1456	0.4118838988
1457	0.4118692766
1458	0.4118429591
1459	0.4118313083
1460	0.4118156596
1461	0.4117875793
1462	0.4117593649
1463	0.4117471294
1464	0.41171951
1465	0.4116846452
1466	0.4116563753
1467	0.4116141966
1468	0.4115750017
1469	0.4115623653
1470	0.4115484168
1471	0.4115169791
1472	0.4114862776
1473	0.4114546936
1474	0.411433662
1475	0.411418337
1476	0.4113942838
1477	0.4113637103
1478	0.4113454102
1479	0.411317698
1480	0.4113030143
1481	0.4112766158
1482	0.4112545706
1483	0.4112061433
1484	0.4111933244
1485	0.4111812473
1486	0.4111736382
1487	0.4111608686
1488	0.4111352342
1489	0.4111194924
1490	0.4110942315
1491	0.411089692
1492	0.4110541838
1493	0.4110411879
1494	0.4110104834
1495	0.4109752937
1496	0.4109639703
1497	0.4109461065
1498	0.4109358917
1499	0.4109272414
1500	0.4108860087
1501	0.4108676798
1502	0.4108594718
1503	0.4108443734
1504	0.4108255032
1505	0.4107684434
1506	0.4107466974
1507	0.4107348633
1508	0.4107213239
1509	0.4107112481
1510	0.4106707295
1511	0.4106652823
1512	0.4106326291
